name,cuisine,avg_meal_cost,city,rating
Havmor Restaurant,"North Indian,  Italian,  Chinese,  Desserts",800,Ahmedabad,4.5
Radhika's Authentic South Indian Food,South Indian,500,Ahmedabad,4.3
Cafe Upper Crust,"Italian,  European,  Multi-Cuisine,  North Indian",1000,Ahmedabad,4.4
Gamysticafe,"Italian,  Chinese,  Continental,  Fast Food",800,Ahmedabad,4.2
Prime Dine,"North Indian,  Chinese,  Continental,  Italian,  Thai,  Mexican",600,Ahmedabad,4.4
Aureate,"North Indian,  Italian,  Chinese,  Continental",1000,Ahmedabad,4.5
Artisan,"Multi-Cuisine,  North Indian,  Italian,  Chinese",1000,Ahmedabad,3.9
Cherries,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Mexican,  Oriental ",1000,Ahmedabad,4.5
Firangi Fusion Cafe,"North Indian,  Italian,  Coffee,  Chinese,  Continental",600,Ahmedabad,4.3
The Shake Maker,"Desserts,  Shakes,  Fast Food",400,Ahmedabad,5
Ambrosia The Multicuisine Restaurant,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  South Indian",800,Ahmedabad,4.3
Mirch Masala,"North Indian,  Mughlai",1400,Ahmedabad,4.3
Falafel Express,"Fast Food,  Italian,  Mediterranean",600,Ahmedabad,5
Sizzling Pizza,"Pizza,  Fast Food",500,Ahmedabad,4.3
Taco Bell,"Mexican,  American,  Fast Food",500,Ahmedabad,3.8
M.A.D by Tomato's,"North Indian,  Chinese,  Continental,  Asian,  Pizza",1200,Ahmedabad,4.3
Sankalp,South Indian,500,Ahmedabad,4.2
Silver Dine,"North Indian,  Chinese,  Italian,  Continental,  South Indian,  Thai,  Mexican",900,Ahmedabad,4.4
D'tallii Egg,"Fast Food,  Health Food,  Chinese",500,Ahmedabad,4.8
Rio Restaurant & Banquet,"North Indian,  Chinese,  Continental",600,Ahmedabad,4.4
The Red Bistro,"North Indian,  Italian,  Mexican,  Fast Food",1400,Ahmedabad,4.5
Pabrai's Fresh And Naturelle,"Desserts,  Ice Cream,  Shakes",400,Ahmedabad,5
Coriander Restaurant,"North Indian,  Chinese,  Continental,  South Indian",1200,Ahmedabad,5
Caffix - The Tech Cafe,"Multi-Cuisine,  Italian,  Chinese,  Continental,  Thai,  Mexican",900,Ahmedabad,4.2
Cafe Upper Crust,"Italian,  European,  Multi-Cuisine,  Chinese,  Continental",1000,Ahmedabad,4.7
Blue Coriander,"North Indian,  Continental,  Chinese",800,Ahmedabad,3.3
Gwalia Sweets,"Mithai,  Street Food,  Chaat",500,Ahmedabad,5
Sugarless Life,"Italian,  Desserts,  Bakery and Confectionary",500,Ahmedabad,4
Vadilal Scoop Shop,"Ice Cream,  Desserts",300,Ahmedabad,5
Govinda's,"North Indian,  Chinese,  Continental,  Italian,  Fast Food",1200,Ahmedabad,4.1
Bhog,"North Indian,  Continental,  Fast Food",800,Ahmedabad,5
R.K. Egg Eatery,"Fast Food,  Street Food",300,Ahmedabad,3.7
Saffron,"North Indian,  Barbecue",800,Ahmedabad,3.8
The Shake Maker,"Desserts,  Shakes,  Fast Food",400,Ahmedabad,5
The Chocolate Room,"Desserts,  Coffee,  Ice Cream,  Fast Food,  Shakes",500,Ahmedabad,4
Pizza Tune,"Pizza,  Italian,  Fast Food",400,Ahmedabad,3.2
Fresh Roast,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Gujarati",800,Ahmedabad,4.3
Kabhi B,"Desserts,  Bakery and Confectionary,  Fast Food",200,Ahmedabad,5
Gardenia,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Seafood",2000,Ahmedabad,4.3
Gloria Restaurant,"North Indian,  Chinese,  Continental,  Italian,  Mexican",700,Ahmedabad,4.5
Mirch Masala,"North Indian,  Mughlai",1400,Ahmedabad,4.3
Kabhi B,"Desserts,  Bakery and Confectionary,  Fast Food",200,Ahmedabad,4.4
Hocco Eatery,"Desserts,  Ice Cream,  Fast Food,  Shakes",500,Ahmedabad,3.1
Pizza Zone,"Pizza,  Italian,  Fast Food",500,Ahmedabad,4
24 Carat Cafe,"Fast Food,  North Indian",600,Ahmedabad,4
Mr and Mrs Somani,"North Indian,  Chinese,  Continental",1500,Ahmedabad,4.3
Angithi By Mirch Masala,North Indian,1100,Ahmedabad,4.8
Puffizza,"Pizza,  Italian",700,Ahmedabad,4.1
The Chocolate Room,"Desserts,  Coffee,  Ice Cream,  Fast Food,  Shakes",500,Ahmedabad,3.5
Sankalp,South Indian,500,Ahmedabad,4.3
The Eatery,"Asian,  Multi-Cuisine,  North Indian,  Continental,  South Indian,  American",2000,Ahmedabad,3.9
Huber And Holly,"Desserts,  Ice Cream,  Fast Food",700,Ahmedabad,4.5
Hot Pot,"North Indian,  Chinese,  Continental",800,Ahmedabad,4
FoodInn Fine Dine,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Seafood,  Mughlai",1000,Ahmedabad,4.1
Greenvita,"Juice,  Shakes",400,Ahmedabad,4.8
Khana Khazana,"North Indian,  Italian,  Continental,  Asian",1200,Ahmedabad,3.6
William John's Pizza,"Pizza,  Italian",500,Ahmedabad,3.5
Hocco Eatery,"Desserts,  Ice Cream,  Fast Food,  Shakes",500,Ahmedabad,3.7
429 Restaurant,"Multi-Cuisine,  North Indian,  Chinese,  Mexican,  Fast Food",800,Ahmedabad,5
Alpine Restaurant & Banquet,"North Indian,  Chinese",800,Ahmedabad,4.3
Kunal Restaurant,"North Indian,  Chinese,  Continental",700,Ahmedabad,4.2
Vadilal- Hangout,"Desserts,  Ice Cream,  Fast Food",250,Ahmedabad,3.3
Autograph,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Mexican",1000,Ahmedabad,4.3
Marky Momos,"Chinese,  Fast Food",900,Ahmedabad,4.2
Cinnamon,"North Indian,  Oriental ,  Continental",800,Ahmedabad,3.7
Kabir Restaurant,"North Indian,  Chinese,  Continental,  Fast Food",800,Ahmedabad,4.5
Recess Cafe,"North Indian,  Fast Food,  Italian,  Shakes",700,Ahmedabad,4.2
Neel Kamal Snacks And Coffee Bar,"Street Food,  Fast Food,  Gujarati",600,Ahmedabad,4.6
The Chocolate Room,"Desserts,  Coffee,  Ice Cream,  Fast Food,  Shakes",500,Ahmedabad,3.5
Gormoh,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Oriental ",1200,Ahmedabad,4.3
Kabhi B,"Desserts,  Bakery and Confectionary,  Fast Food",200,Ahmedabad,3.1
Mirch Masala,"North Indian,  Mughlai",1400,Ahmedabad,4.4
Pizza Tune,"Pizza,  Italian,  Fast Food",400,Ahmedabad,3.4
Cafe Piano,"North Indian,  Continental,  Oriental ,  Fast Food",1000,Ahmedabad,4.4
Parosa,"North Indian,  Chinese,  Continental,  Italian",800,Ahmedabad,4.2
Java+,"Continental,  Fast Food",1000,Ahmedabad,4.3
Riviera Restaurant,"North Indian,  Chinese,  Continental",900,Ahmedabad,4.3
Curries,"North Indian,  Chinese,  Continental",1500,Ahmedabad,4.5
Sizzante,"Multi-Cuisine,  Italian,  Continental,  Seafood,  Oriental ,  Sizzlers",1000,Ahmedabad,4.4
The Bent Spoon,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Thai,  Gujarati,  Finger Food",800,Ahmedabad,3.2
Sankalp,South Indian,500,Ahmedabad,4.3
VarieTea,"Coffee,  Tea,  Italian,  Continental,  Fast Food",800,Ahmedabad,4.3
Tinello,"Italian,  Asian,  Indian Cuisine",2300,Ahmedabad,4.4
Shree Marutinandan,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",700,Ahmedabad,4
The Grand Thakar,"North Indian,  Gujarati,  Chinese",800,Ahmedabad,4.5
Kabhi B,"Desserts,  Bakery and Confectionary,  Fast Food",500,Ahmedabad,5
Sankalp,South Indian,500,Ahmedabad,4.2
Vadilal- Hangout,"Desserts,  Ice Cream,  Fast Food",250,Ahmedabad,3.8
Saffron,North Indian,800,Ahmedabad,3.9
Legends Of Punjab,North Indian,1000,Ahmedabad,4.5
Kabhi B,"Desserts,  Bakery and Confectionary,  Fast Food",200,Ahmedabad,5
MoMo Cafe,"North Indian,  Multi-Cuisine,  Continental,  American",2000,Ahmedabad,4.1
Nini's Kitchen,"North Indian,  Italian,  Continental,  Lebanese,  Shakes",1400,Ahmedabad,4.4
1944 Restaurant by Havmor,"North Indian,  Continental,  Italian,  Mexican,  World Cuisine,  Desserts",800,Ahmedabad,4.6
Brick Kitchen,"North Indian,  Chinese,  Continental,  Italian,  Thai,  Mexican,  Oriental ",900,Ahmedabad,4.5
Upsouth,South Indian,500,Ahmedabad,3.3
Coffee Culture,"Multi-Cuisine,  North Indian,  Italian,  Desserts,  Fast Food",900,Ahmedabad,4.3
Highland Park The Restaurant,"North Indian,  Chinese,  Continental",600,Ahmedabad,4.4
Sam's Pizza,"Pizza,  Italian,  Fast Food",600,Ahmedabad,4
Stuff's Food,North Indian,600,Ahmedabad,5
Leaf Restaurant,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Fast Food",1300,Ahmedabad,3.4
Cafe Soul Square,"Multi-Cuisine,  Italian,  Chinese,  Continental,  Mexican,  Coffee",800,Ahmedabad,4.5
Bikanervala,"North Indian,  Street Food,  Chinese,  Fast Food",700,Ahmedabad,4.1
Hugs with Mugs,"Fast Food,  Pizza,  Italian,  Chinese",600,Ahmedabad,5
Zodiac,"North Indian,  Continental,  Mughlai",1900,Ahmedabad,4.6
Silver Leaf,"Multi-Cuisine,  North Indian,  Continental,  Mexican,  European,  Oriental ",1200,Ahmedabad,4
No Great Shakes,"Shakes,  Ice Cream,  Fast Food",500,Ahmedabad,4.3
Vishalla,Gujarati,1200,Ahmedabad,4.5
The Shake Maker,"Desserts,  Shakes,  Fast Food",400,Ahmedabad,2.3
Shree Annapurna Corner,"North Indian,  Chinese,  Street Food,  Fast Food",500,Ahmedabad,4.5
The Chocolate Room,"Desserts,  Coffee,  Ice Cream,  Fast Food,  Shakes",500,Ahmedabad,4.7
The Pancake Story,"Desserts,  Coffee,  Shakes,  Waffle",500,Ahmedabad,4.2
Fozzie’s Pizzaiolo . Café and Deli,"Italian,  Fast Food,  Pizza",1000,Ahmedabad,4.4
Sam's Pizza,"Pizza,  Italian,  Desserts",600,Ahmedabad,5
Tephra Lounge Restaurant & Cafe,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Mexican",600,Ahmedabad,4
Coffee Culture,"Desserts,  Italian,  Chinese,  Thai,  Mexican",300,Ahmedabad,4.4
Sante Spa Cuisine,Health Food,900,Ahmedabad,4.7
SN Blu,"Multi-Cuisine,  Italian,  Continental,  Mexican,  Indian Cuisine",1000,Ahmedabad,4.3
Punjabiyat,North Indian,1300,Ahmedabad,4.5
Agashiye,Gujarati,1900,Ahmedabad,4.3
Wok On Fire,"Asian,  Chinese,  Thai",700,Ahmedabad,4.1
Havmor Restaurant,"North Indian,  Chinese,  Continental,  World Cuisine",800,Ahmedabad,4.6
Dheemi Aanch,"North Indian,  Seafood,  Mughlai,  Continental",600,Ahmedabad,4.3
Dakshini 24,"South Indian,  Juice",600,Ahmedabad,4.4
Wind & Water,Continental,1500,Ahmedabad,4.5
Kovallam,South Indian,700,Ahmedabad,4.3
Shree Marutinandan,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",700,Ahmedabad,4.2
The Shaka Cafe,"Chinese,  Continental,  Italian,  Japanese,  Asian",700,Ahmedabad,4.5
Vadilal- Hangout,"Desserts,  Ice Cream,  Fast Food",250,Ahmedabad,3.3
Wave,"North Indian,  Chinese,  Continental",2000,Ahmedabad,4.4
The Chocolate Room,"Desserts,  Coffee,  Ice Cream,  Fast Food,  Shakes",500,Ahmedabad,5
The Square,"North Indian,  Continental,  Asian",1500,Ahmedabad,4
Earthen Oven,"North Indian,  Mughlai",1700,Ahmedabad,4.4
Shree Marutinandan,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",700,Ahmedabad,4.3
Stuff's Food,North Indian,600,Ahmedabad,4
FoodInn Restaurant,"North Indian,  Chinese,  Seafood,  Biryani",800,Ahmedabad,4.1
Terra,"Mexican,  Continental,  Mediterranean",1200,Ahmedabad,4.5
Gwalia Baklawa,"Continental,  Mithai,  Bakery and Confectionary",500,Ahmedabad,5
Masty Foods,"North Indian,  Chinese,  Seafood,  Mughlai,  Barbecue,  Biryani",500,Ahmedabad,4
The Green House,"North Indian,  South Indian,  Continental,  Gujarati",1200,Ahmedabad,4.4
The Cafe Baraco,"Italian,  Chinese,  Continental,  Mexican,  Fast Food,  Pizza,  Shakes",600,Ahmedabad,4.1
Radhika's Authentic South Indian Food,South Indian,500,Ahmedabad,4.4
Gwalia Sweets,"Mithai,  North Indian,  Chinese,  Street Food",500,Ahmedabad,3.6
The Shake Maker,"Desserts,  Shakes,  Fast Food",400,Ahmedabad,5
Cafe De Italiano,"Italian,  Desserts,  Fast Food,  Pizza",1000,Ahmedabad,4.3
Essence,"Continental,  North Indian",2200,Ahmedabad,4.4
Shree Mahendra Thaal,"Gujarati,  Desserts,  Mithai",900,Ahmedabad,4.4
Cafe Upper Crust,"Italian,  European,  Multi-Cuisine,  North Indian,  Chinese,  Continental",1000,Ahmedabad,4.2
Kabhi B,"Desserts,  Bakery and Confectionary,  Fast Food",200,Ahmedabad,4.6
Pizza Zone Classic Pizzeria,"Pizza,  Italian,  Fast Food",500,Ahmedabad,4.5
Dana Panee,"North Indian,  Chinese,  Seafood",800,Ahmedabad,3.7
Little Italy,"Italian,  Mexican",1400,Ahmedabad,4.3
Gwalia Sweets,"Mithai,  North Indian,  Chinese,  Street Food",500,Ahmedabad,4
Khichdi Etc,"North Indian,  Gujarati",500,Ahmedabad,4.7
Cloves Restaurant and Cafe,"Multi-Cuisine,  North Indian,  Chinese,  Fast Food",1100,Ahmedabad,3.8
South Leaf,South Indian,800,Ahmedabad,4.1
La'Freno Pizza,"Fast Food,  Pizza",500,Ahmedabad,4.2
Tea Post,"Fast Food,  Tea",300,Ahmedabad,3
Grubian,North Indian,600,Ahmedabad,4
The Chocolate Room,"Desserts,  Coffee,  Ice Cream,  Fast Food,  Shakes",500,Ahmedabad,2.8
Urban Khichdi,"Gujarati,  North Indian",700,Ahmedabad,4.4
Eleven 11 Restro Cafe,"North Indian,  Italian",700,Ahmedabad,3.8
Sphere Lounge,"Continental,  Italian,  Fast Food",1000,Ahmedabad,4.4
Latte@Work,"Juice,  Shakes",500,Ahmedabad,5
Hocco Eatery,"Desserts,  Ice Cream,  Fast Food,  Shakes",500,Ahmedabad,3.5
Palms Kitchen,"North Indian,  Oriental ,  Chinese,  South Indian",1500,Ahmedabad,4.1
Cascade Lounge,"Italian,  Fast Food",1000,Ahmedabad,4
Cheers,"Ice Cream,  Shakes,  Desserts,  Coffee",400,Ahmedabad,4.5
Sundew,"North Indian,  Chinese,  Italian,  Continental,  Fast Food",1200,Ahmedabad,4.1
Cafe Patio,"Continental,  Italian,  Fast Food",1500,Ahmedabad,4.3
Balista,"Italian,  Fast Food",600,Ahmedabad,4.7
HOP,"Fast Food,  Continental",1200,Ahmedabad,4.4
Aroma,"North Indian,  Continental,  Desserts,  Indian Cuisine",1200,Ahmedabad,4.4
Desi Mood,"North Indian,  Chinese,  Mughlai,  Maharashtrian",700,Ahmedabad,4.1
Doner and Gyros,"Fast Food,  Mediterranean",600,Ahmedabad,4.3
The Little H Resto-Cafe,"Italian,  Continental,  Chinese,  Thai,  Mexican,  Lebanese",800,Ahmedabad,4.3
Puffizza,"Pizza,  Italian",700,Ahmedabad,4
Prelude,"Italian,  Pizza,  Mexican",900,Ahmedabad,4.4
Pepper Fusion,"North Indian,  Chinese,  Continental,  Italian,  Mexican",1000,Ahmedabad,4.3
The Dark Roast,"Italian,  Fast Food",900,Ahmedabad,4.3
Falashin Juices And Dishes,"Fast Food,  Health Food,  Shakes",700,Ahmedabad,3.3
Kalapi,"North Indian,  Chinese,  Continental",600,Ahmedabad,3
Candle Light Date N Dinner,"North Indian,  Continental",1500,Ahmedabad,3.8
Mauve,"Continental,  Italian,  Asian",1000,Ahmedabad,4.5
Shivshakti Dhaba,"North Indian,  Chinese,  Gujarati,  Rajasthani",500,Ahmedabad,3.6
Aura - All Day Dining,"North Indian,  Asian,  Italian,  Continental,  South Indian,  Desserts",2100,Ahmedabad,3.9
Shree Marutinandan,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",700,Ahmedabad,4.1
Southern Grub - The Taste of South,"South Indian,  Fast Food,  Pizza",500,Ahmedabad,4
Numeron Restaurant,"North Indian,  Chinese,  Italian,  Continental",800,Ahmedabad,4.3
Massala Theoryy,"North Indian,  Italian,  Chinese,  Continental,  Mexican,  Indian Cuisine",800,Ahmedabad,4.2
Shree Balaji Garden Restaurant,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",700,Ahmedabad,4.1
Vadilal Scoop Shop,"Ice Cream,  Desserts",300,Ahmedabad,5
Hocco Eatery,"Fast Food,  Shakes,  Desserts,  Ice Cream,  Pizza",600,Ahmedabad,3.9
The Garden Cafe,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Thai,  Mexican,  Seafood,  Mughlai",1200,Ahmedabad,4
Chai Nashta,"Fast Food,  Coffee,  Tea",300,Ahmedabad,3.8
Dravida,"South Indian,  Seafood",1500,Ahmedabad,4.3
Palatine Restaurant,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  South Indian,  Thai,  Mexican,  Oriental ",800,Ahmedabad,4.3
Lil' Heaven Cafe,"North Indian,  Italian,  Continental,  Chinese,  Mexican,  Fast Food",600,Ahmedabad,3.8
Jajarmaan,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Mexican,  Gujarati",900,Ahmedabad,4.2
We Knead It,"Desserts,  Bakery and Confectionary",300,Ahmedabad,5
Mirch Masala,"North Indian,  Mughlai",800,Ahmedabad,5
Silver Dew,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  South Indian,  Gujarati",700,Ahmedabad,4.1
Kitchen Story,"North Indian,  Fast Food,  Chinese",1000,Ahmedabad,4
Mirch Masala,"North Indian,  Mughlai",800,Ahmedabad,4.2
Sankalp,South Indian,500,Ahmedabad,4.5
Shree Marutinandan,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",700,Ahmedabad,4.1
Dosawala,"South Indian,  Street Food",500,Ahmedabad,4.2
Shree Marutinandan,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",700,Ahmedabad,4.3
R Kitchen,"North Indian,  Continental,  Asian",1800,Ahmedabad,4.4
Urban Zykaa,"North Indian,  Chinese,  Continental",800,Ahmedabad,4.3
Kaboose,"North Indian,  Chinese,  Continental,  Italian,  Drinks",800,Ahmedabad,4.5
Gwalia Sweets,Mithai,500,Ahmedabad,4
Ashray The Restaurant,"North Indian,  Sizzlers",400,Ahmedabad,4.2
Hotel Moti Mahal,"North Indian,  Chinese,  Continental,  Seafood,  Fast Food",800,Ahmedabad,4.4
Arose Foods,"North Indian,  Chinese,  Continental,  Italian,  Thai,  Mexican",800,Ahmedabad,4.3
Raghuvansi Thal,Gujarati,500,Ahmedabad,3.9
William John's Pizza,"Pizza,  Italian,  Fast Food",500,Ahmedabad,4.2
Gwalia Sweets,"Mithai,  Street Food,  Chaat",500,Ahmedabad,5
The Shake Maker,"Fast Food,  Shakes",500,Ahmedabad,5
Hocco Eatery,"Fast Food,  Shakes,  Desserts,  Ice Cream,  Pizza",600,Ahmedabad,3.9
The Shake Maker,"Fast Food,  Shakes",500,Ahmedabad,4.7
Jamanvaar,Gujarati,300,Ahmedabad,3.6
Kabhi B,"Desserts,  Bakery and Confectionary,  Fast Food",200,Ahmedabad,4.8
The Shake Maker,"Desserts,  Shakes,  Coffee",500,Ahmedabad,5
Shree Marutinandan,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",700,Ahmedabad,3.8
24-Jul,"North Indian,  Chinese,  Continental",1500,Ahmedabad,3.4
Mirch Masala,"North Indian,  Mughlai",1400,Ahmedabad,4.4
Haveli Theater Bistro,"North Indian,  Italian,  Continental,  Mexican,  Coffee",800,Ahmedabad,4
9 Eleven,"North Indian,  Chinese,  Continental,  Italian,  Fast Food,  Sizzlers",1000,Ahmedabad,4.4
Jalaram Restaurant,"North Indian,  Gujarati,  Chinese,  South Indian",600,Ahmedabad,4.1
1944 The HOCCO Kitchen,"North Indian,  Continental,  Desserts",800,Ahmedabad,4.3
Kabhi B,"Desserts,  Bakery and Confectionary,  Fast Food",200,Ahmedabad,3.6
Shree Annapurna Snacks,"Fast Food,  Chinese",400,Ahmedabad,4.5
Gwalia Sweets,"Mithai,  Street Food,  Fast Food",500,Ahmedabad,5
The Chocolate Room,"Desserts,  Coffee,  Ice Cream,  Fast Food,  Shakes",500,Ahmedabad,4
Sankalp,South Indian,500,Ahmedabad,4.1
Crush Coffee,Coffee,300,Ahmedabad,2.8
Rasna Restaurant,"North Indian,  Chinese,  Continental,  South Indian,  Desserts,  Ice Cream",700,Ahmedabad,5
Bawarchee,"North Indian,  Italian,  Continental",1600,Ahmedabad,1
Twisted Roots,"North Indian,  Italian,  Chinese,  Thai,  Mexican",1200,Ahmedabad,4.1
Hocco Eatery,"Fast Food,  Shakes,  Desserts,  Ice Cream,  Pizza",600,Ahmedabad,3.7
Shree Marutinandan,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",700,Ahmedabad,3.9
Puffizza,"Pizza,  Italian",700,Ahmedabad,4.5
Havmor Restaurant,"North Indian,  Italian,  Chinese,  Mexican",800,Ahmedabad,4.5
William John's Pizza,"Pizza,  Italian,  Desserts",500,Ahmedabad,4.2
Prithvi Restaurant,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  South Indian,  Barbecue",600,Ahmedabad,3.7
Yaara Da Dhaba,"North Indian,  Chinese",800,Ahmedabad,4
Brown Burger Co.,Fast Food,500,Ahmedabad,4.6
Eat Punjab,"North Indian,  Chinese,  Thai,  Mexican,  Seafood,  Mughlai",800,Ahmedabad,4.4
D'tallii Egg,"Fast Food,  Health Food,  Chinese",500,Ahmedabad,4.6
Simply Meaty,"North Indian,  Mughlai",600,Ahmedabad,4.1
Pomo's Pizza,"Italian,  Pizza",600,Ahmedabad,3.6
Puffizza,"Pizza,  Italian",700,Ahmedabad,4.6
Khichdi Etc,"North Indian,  Chinese,  Mexican,  Gujarati",500,Ahmedabad,4.5
New Egg World,Fast Food,500,Ahmedabad,4.3
Masala Kitchen,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  South Indian,  Thai,  Seafood",800,Ahmedabad,4.2
The Shake Maker,"Desserts,  Shakes,  Fast Food",400,Ahmedabad,5
Pizza Zone,"Pizza,  Italian,  Fast Food",500,Ahmedabad,2.6
Kabhi B,"Desserts,  Bakery and Confectionary,  Fast Food",200,Ahmedabad,5
Sankalp,South Indian,500,Ahmedabad,4.2
The Chocolate Room,"Desserts,  Coffee,  Ice Cream,  Fast Food,  Shakes",500,Ahmedabad,3.5
Subway,Health Food,500,Ahmedabad,5
Spicia Restaurant,"North Indian,  Chinese,  Seafood",900,Ahmedabad,4.3
Pizza Tune,"Pizza,  Fast Food",400,Ahmedabad,3.1
Shree Marutinandan,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",700,Ahmedabad,3.7
Sam's Pizza,"Pizza,  Italian",600,Ahmedabad,3.9
Sankalp,"South Indian,  Desserts,  Biryani",500,Ahmedabad,4
Kabhi B,"Desserts,  Bakery and Confectionary,  Fast Food",200,Ahmedabad,1
Topaz,"North Indian,  Italian,  Chinese,  Mexican",700,Ahmedabad,4.7
Wooddy Jhones Pizza,"Pizza,  Italian,  Fast Food",600,Ahmedabad,4.3
Ranu's Kitchen,"North Indian,  Italian,  Continental,  Oriental ,  Chinese",1100,Ahmedabad,4.9
Rasam - The Garden Restaurant,"North Indian,  Chinese,  Continental",600,Ahmedabad,4.1
Buddy - The Family Restaurant,"North Indian,  Continental,  Fast Food",1100,Ahmedabad,4.1
Sam's Pizza,"Pizza,  Italian,  Desserts,  Ice Cream",600,Ahmedabad,3.6
Shree Marutinandan,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",700,Ahmedabad,3.9
Gwalia Sweets,"Mithai,  North Indian,  Chinese,  Street Food",500,Ahmedabad,4.2
Pizza Point,"Pizza,  Fast Food",500,Ahmedabad,3.1
Eat Punjab,"North Indian,  Chinese,  Continental,  Seafood",800,Ahmedabad,4.3
Gwalia Sweets,"Mithai,  Street Food,  Fast Food",500,Ahmedabad,3
The Chocolate Room,"Desserts,  Coffee,  Ice Cream,  Fast Food,  Shakes",500,Ahmedabad,4.2
The Shake Maker,"Desserts,  Shakes,  Fast Food",400,Ahmedabad,5
Jacaranda,"North Indian,  Chinese,  Continental,  Seafood,  Gujarati",2700,Ahmedabad,3.7
Mirch Masala,"North Indian,  Mughlai",1400,Ahmedabad,4.4
Puffizza,"Pizza,  Italian",700,Ahmedabad,3.9
Kabhi B,"Desserts,  Bakery and Confectionary,  Fast Food",200,Ahmedabad,5
Moca Cabana,"Fast Food,  Coffee,  Tea,  Shakes",700,Ahmedabad,4.1
Tomato's,"North Indian,  Chinese,  Continental,  Pizza",1500,Ahmedabad,4.7
Upsouth,South Indian,500,Ahmedabad,3.5
William John's Pizza,"Pizza,  Fast Food,  Drinks",500,Ahmedabad,3.7
Wooddy Jhones Pizza,"Pizza,  Italian,  Fast Food",600,Ahmedabad,3.9
The Golden BBQ,Barbecue,300,Ahmedabad,4.7
Kabhi B,"Desserts,  Bakery and Confectionary,  Fast Food",200,Ahmedabad,3.7
Hashtag BBQ,North Indian,1000,Ahmedabad,3.8
Temptt Restro And Cafe,"North Indian,  Italian,  Mexican,  Fast Food",1300,Ahmedabad,4.5
Mitti Ke Rang,"North Indian,  Chinese,  Continental,  Italian",800,Ahmedabad,4.5
Kabhi B,"Desserts,  Bakery and Confectionary,  Fast Food",200,Ahmedabad,1
Shree Marutinandan,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",700,Ahmedabad,3.8
The Egg Eatery,Fast Food,600,Ahmedabad,4
Gwalbhog,"Gujarati,  Rajasthani",800,Ahmedabad,4.5
Gourmet Kitchen,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",800,Ahmedabad,4.2
Kabhi B,"Desserts,  Bakery and Confectionary,  Fast Food",200,Ahmedabad,3
Vadilal- Hangout,"Desserts,  Ice Cream,  Fast Food",250,Ahmedabad,1
Katori Kitchens,"North Indian,  Italian,  Fast Food",700,Ahmedabad,4.3
Nini's Kitchen,"North Indian,  Italian,  Continental,  Lebanese,  Shakes",1400,Ahmedabad,4.5
Parosa,"North Indian,  Chinese,  Continental,  Mexican",800,Ahmedabad,4.1
1944 Restaurants-The HOCCO Kitchen,"North Indian,  Fast Food",1500,Ahmedabad,4.8
7 Square Restaurant,"North Indian,  Chinese",800,Ahmedabad,5
Mad Over Grills,North Indian,800,Ahmedabad,4.5
The Masala County,North Indian,1200,Ahmedabad,4.2
Rajvee Food Corner,"North Indian,  Chinese,  Fast Food",600,Ahmedabad,5
Marky Momos,"Chinese,  Fast Food,  Pizza,  Burger,  Shakes",900,Ahmedabad,4.1
William John's Pizza,"Pizza,  Desserts,  Ice Cream,  Drinks",500,Ahmedabad,3.5
Hungry Puppet,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",900,Ahmedabad,4.4
Kaffee - Mast Hai,"Italian,  Continental,  Mexican",700,Ahmedabad,4.2
Sankalp,South Indian,500,Ahmedabad,4.7
The Grand Vinayak Hotel,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  South Indian,  Fast Food",800,Ahmedabad,4.5
The Cube Restaurant,"North Indian,  Chinese,  Gujarati,  Ice Cream",700,Ahmedabad,4.2
Sam's Pizza,"Pizza,  Italian",600,Ahmedabad,5
